form	segmentation	feats
tīdida	tidi-da	noun;DIR
tīdivāde	tīd-i-vade	verb;AG;ADJ.NEG.ABS
tīdiw	tīd-i-o	verb;TR;2A.SG
tīva	tiye-i-va	noun;3POSS.SG;DAT
tīvenniva	tive-ne-va	noun;RELAT.SG;DAT
tīvollan	tīvoli-na=an	noun;RELAT.PL.ABS;CON
tīvollan	tīv-o=lla=an	verb;MOD.PAT;3PL.ABS;CON
tīžab	tīž-a-b	verb;INT;b
tīžanna	tiža-nna	noun;EQU2
tōbāe	tōbi-ae	noun;INS
tōmmušše	tōmmo+šše	NUM;ABS
tōmva	tōmv-a	verb;INT
tōniliffa	tōn+ili-iffe-a	noun;1POSS.SG;ESS
tōniliffa	ton-i-le=ffa	verb;MOD.AG;1JUSS;2PL.ABS
tōpšida	tōpši-da	noun;DIR
tōpšida	tōpš-ed-a	verb;FUT;3A.SG
tōri	tūri	ADV
tōri	tūr-i	verb;ANTIP
tōruwe	torove	noun;ABS
tōruḫḫāe	tor+o+ḫḫe-ae	ADJ;INS
tōrōbinibi	torove-ne-ve	noun;RELAT.SG;GEN
tōġadib	tōġ-ad-i-b	verb;ad;ANTIP;b
tōġadumanni	tōġ+ad+om+a+ni-ne	noun;ABL/INS
tōġaduppu	tōġ-ad-uffu	verb;ad;1A.SG.NEG
tōġadužilāi	tōġ-ad-ož-i-l-ai	verb;ad;ož;MOD.AG;l;PURP
tōġalziniba	tōġal+zi-ne-va	noun;RELAT.SG;DAT
tōġalziniž	tōġal+zi-ne-ž	noun;RELAT.SG;ERG
tūdiguž	tūdi+gi-ož	noun;EQU
tūmniažūž	tomni-i-až-ož	NUM;3POSS;PL;ERG
tūniani	tūni-i-ane	noun;3POSS.SG;ABL/INS
tūnidu	tūn-id-o	verb;PL.A;TR.PFV
tūnimmuššuḫḫa	tūn+imm+o+šš+oḫḫe-a	noun;ESS
tūnuwadu	tūnuw-ad-o	verb;ad;MOD.PAT
tūnāin	ton-i-ai-n	verb;MOD.AG;PURP;n
tūnāḫḫi	tōn+ā+ḫḫe	noun;ABS
tūnāḫḫi	ton-aḫḫ-i	verb;aḫḫ;ANTIP
tūrīe	tūrī+e	ADV
tūrīe	tūri-i-e	noun;3POSS.SG;DIR/LOC
tūrīn	tūri-n	ADV;ABL/INS
uba	ubi-a	noun;ESS
uba	ub-a	verb;INT
ubi	ubi	noun;ABS
ubilbaeži	ubilbaeži	noun;ABS
ubilbāeženel	ubilbaeži-ne-ž=l	noun;RELAT.SG;ERG;3PL.ABS
ubina	obi-na	noun;RELAT.PL.ABS
ubindain	ubindi-ae=n	noun;INS;3SG.ABS
ubindain	ub-ind-i-ai-n	verb;PL.A;MOD.AG;PURP;n
ubinež	ove-ne-ž	ADJ;RELAT.SG;ERG
ubiptēššel	ubip.tēšši-ž=l	noun;ERG;3PL.ABS
ubugarženi	ub+ugar+že-ne	noun;ABL/INS
ubukku	ub-o-kko	verb;INT;NEG
ubuwen	ub-o-va-en	verb;MOD.PAT;NEG;3JUSS
ubēda	ub-ed-a	verb;FUT;3A.SG
ubīn	ove=n	ADJ;ABS;3SG.ABS
ubīn	ubi-i-n	noun;3POSS.SG;ABL/INS
ubīn	ub-i-en	verb;MOD.AG;3JUSS
ubūža	ub-ož-a	verb;PST;3A.SG
udadelāib	udadeli-ae=v	noun;INS;2PL.ABS
udadelāib	ud-ad-i-l-ai=v	verb;ad;MOD.AG;l;PURP;2PL.ABS
udepšarrāl	udip.šarra-ž=l	noun;ERG;3PL.ABS
udipšarin	odip.šarri-n	noun;ABL/INS
udipšarran	udip.šarra-a=an	noun;ESS;CON
udužudamma	ud-ož-ud-a=mma	verb;ož;ud;INT;2SG.ABS
udānab	ud-an-a-b	verb;an;INT;b
ue	ue	INTJ
ue	uwi	noun;ABS
uenava	uenawa	noun;ABS
uenaval	uenawa-ž=l	noun;ERG;3PL.ABS
ueni	uwi-ne	noun;ABL/INS
ueruḫḫāl	uwer+o+ḫḫe-a=l	noun;ESS;3PL.ABS
ugulgari	ug+ol+gar-i	verb;ANTIP
ugulgul	ugulg-o=l	verb;MOD.PAT;3PL.ABS
ugulzib	ug+ol+z-i-b	verb;ANTIP;b
ugulziġiani	ug+ol+z+i+ġe-i-ane	noun;3POSS.SG;ABL/INS
uilanum	uw-il-an-o-m	verb;il;an;TR.PFV;3A.SG
uinež	uwi-ne-ž	noun;RELAT.SG;ERG
uittani	uw+ett+a+ni	noun;ABS
ukku	ukku	ADV
ukku	ukk-o	verb;MOD.PAT
ula	oli-a	PRON;ESS
ula	ol-a	verb;INT
ulaffa	oli-a=ffa	PRON;ESS;2PL.ABS
ulli	oli-ne	PRON;ABL/INS
ulliva	oli-ne-va	PRON;RELAT.SG;DAT
ulluliž	oll-o-l-ež	verb;MOD.PAT;l;OPT
ulluġužellāin	oll+uġ-ož-ill-i-ai-n	verb;ož;ill;MOD.AG;PURP;n
ulluġužibāe	oll+uġ+o+že-ve-ae	noun;GEN;INS
ulluġēdi	oll-oġ-ed-i	verb;oġ;FUT;ANTIP
ulme	ūl+me	noun;ABS
ulānōm	ul+ān-o-m	verb;TR.PFV;3A.SG
ulōštel	ol-o-ež=dil	verb;MOD.PAT;OPT;1PL.ABS
umban	umba=an	noun;ABS;CON
umbašši	tupp+a+šše	noun;ABS
umbašši	tupp-a-šše	verb;INT;NMLZ.ABS
umbu	umbu	noun;ABS
umbundurinidal	umb+und+o+re-ne-da=l	noun;RELAT.SG;DIR;3PL.ABS
umbōž	umbi-ož	noun;EQU
umbōž	umb-o-ež	verb;MOD.PAT;OPT
umina	omini-a	noun;ESS
uminna	omini-na	noun;RELAT.PL.ABS
uminnažama	omini-na-až-a=ma	noun;RELAT.PL;PL;DAT/ESS;CON
uminnāža	omini-na-až-a	noun;RELAT.PL;PL;DAT/ESS
uminnāži	omini-na-až-ve	noun;RELAT.PL;PL;GEN
uminīe	omini-e	noun;3POSS.SG.ABS
ummallidašše	umm+all+id+a+šše	noun;ABS
ummallidašše	umm-all-ed-a-šše	verb;all;FUT;3A.SG;NMLZ.ABS
ummana	ummani-a	noun;ESS
ummana	umm-an-a	verb;CAUS;3A.SG
ummandu	umm-an-id-o	verb;CAUS;PL.A;TR.PFV
umve	umve	noun;ABS
una	un-a	verb;INT
unadel	un-a=dil	verb;INT;1PL.ABS
unam	un-a=m	verb;INT.IMP;2SG.ABS
undūl	ondu=l	CONJ;3PL.ABS
unel	un-i=l	verb;TR.IMP;3PL.ABS
unib	un-i-b	verb;ANTIP;b
univadān	un-i-eva=d=an	verb;MOD.AG;POT;1SG.ABS;CON
univatta	un-i-eva=tta	verb;MOD.AG;POT;1SG.ABS
univia	univi-i-a	noun;3POSS.SG;ESS
uniġiani	un+i+ġe-i-ane	noun;3POSS.SG;ABL/INS
uniġiž	un+i+ġe-i-ž	noun;3POSS.SG;ERG
unnu	onnu	CONJ
unušḫuž	un+o+šḫe-ož	noun;EQU
unuž	un-o-ež	verb;MOD.PAT;OPT
unīdu	un-id-o	verb;PL.A;TR.PFV
unōži	un-ož-i	verb;PST;ANTIP
ura	uri-a	noun;ESS
ura	ur-a	verb;INT
uraēna	uraē-na	noun;RELAT.PL.ABS
urel	ori-i=l	noun;3POSS.SG.ABS;3PL.ABS
urgi	urgi	noun;ABS
urgina	urgi-na	noun;RELAT.PL.ABS
uri	ori	noun;ABS
uri	ur-i	verb;ANTIP
uria	ure-a	noun;ESS
uriba	ori-i-va	noun;3POSS.SG;DAT
urida	ori-i-da	noun;3POSS.SG;DIR
urina	ure-na	noun;RELAT.PL.ABS
uriu	ur-i-o	verb;TR;2A.SG
uru	or-o	verb;MOD.PAT
urukku	ur-o-kko	verb;INT;NEG
urunni	or+o+nni	noun;ABS
urunniaž	or+o+nni-i-ane	noun;3POSS.SG;ABL/INS
urunnida	or+o+nni-da	noun;DIR
urunnin	or+o+nni-n	noun;ABL/INS
ururmilīaž	orurmili-i-až	noun;3POSS;PL.ABS
uruwa	ur-u-a	verb;MED;3A.SG
uruġeda	ur-oġ-ed-a	verb;oġ;FUT;3A.SG
urāe	ure-ae	noun;INS
urġa	ūrġi-a	noun;ESS
urūbi	urūbi	noun;ABS
utḫarra	utḫari-na	noun;RELAT.PL.ABS
uwa	uwi-a	noun;ESS
uwal	uwi-a=l	noun;ESS;3PL.ABS
uwal	uw-a=l	verb;INT;3PL.ABS
uwallinni	uw+all+i+nni	noun;ABS
uwamuwā	uwi-a=m	noun;ESS;2SG.ABS
uwamuwā	uw-i	verb;ANTIP
uwanāža	uwi-na-až-a	noun;RELAT.PL;PL;DAT/ESS
uwom	ub-o-m	verb;TR.PFV;3A.SG
uzi	uzi	noun;ABS
uēkki	uwēkki	noun;ABS
uētta	uwētti-a	noun;ESS
uētta	uw+ētt-a	verb;INT
uġarra	uġ+ār+i-na	noun;RELAT.PL.ABS
uġi	uġi	noun;ABS
uġni	oġ+ni	noun;ABS
uġōni	oġ+o+ni	noun;ABS
uġōššāi	oġ+ō+šše-ae	noun;INS
uġōžamāšši	oġ+ōž+a+mā+šše	noun;ABS
uīb	uwi-v	noun;2POSS.SG.ABS
uīrrivenāža	uwīri-ne-ve-na-až-a	noun;RELAT.SG;GEN;RELAT.PL;PL;DAT/ESS
uīž	uwi-ž	noun;ERG
uštab	ošt-a-b	verb;INT;b
uštae	ošt-i-ai	verb;MOD.AG;PURP
uštanēdi	ošt-an-ed-i	verb;an;FUT;ANTIP
uštaššin	ošt+a+šše-n	noun;ABL/INS
uštedia	uštedi-i-a	noun;3POSS.SG;ESS
uštedia	ošt-ed-i-a	verb;FUT;TR;3A.SG
uštiġi	ošt+i+ġe	noun;ABS
ušturab	ošt-ur-a-b	verb;ur;INT;b
uššeššinida	ušš+e+šše-ne-da	noun;RELAT.SG;DIR
uššiġina	ušš+i+ġe-na	noun;RELAT.PL.ABS
uššulēž	ōšš-o-l-ež	verb;MOD.PAT;l;OPT
uššōm	ōšš-o-m	verb;TR.PFV;3A.SG
ušḫuluppu	ušḫ-ol-uffu	verb;ol;1A.SG.NEG
ušḫunež	ošḫo+ni-ž	noun;ERG
ušḫuni	ošḫo+ni	noun;ABS
ušḫunnibāl	ošḫo+ni-ne-ve=l	noun;RELAT.SG;GEN;3PL.ABS
ušḫunāe	ošḫo+ni-ae	noun;INS
ušḫārīda	ušḫ+ār+i-i-da	noun;3POSS.SG;DIR
uža	uži-a	noun;ESS
uža	už-a	verb;INT
uženi	uže-ne	noun;ABL/INS
užu	už-u	verb;MED
užunnibina	už+o+ni-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
užōna	už+o+ni-a	noun;ESS
užōna	už-on-a	verb;on;INT
ābi	ābi	noun;ABS
ābi	āb-i	verb;ANTIP
ābri	abri	noun;ABS
ābēni	ābē-ne	noun;ABL/INS
ādaž	atta-ž	noun;ERG
āllaniva	āllāni-va	noun;DAT
āllānima	āllāni=ma	noun;ABS;CON
āllānni	āllāni-ne-e	noun;RELAT.SG;DIR/LOC
ālva	ālvi-a	noun;ESS
ālva	ālv-a	verb;INT
ālzib	ālz-i-b	verb;ANTIP;b
āmba	āmbi-a	noun;ESS
āmba	āmb-a	verb;INT
āmi	āmi	noun;ABS
āmi	am-i	verb;ANTIP
āmmanniniva	āmm+a+nni-ne-va	noun;RELAT.SG;DAT
āmmīb	amm-i-b	verb;ANTIP;b
āmmīnīn	āmmī-ne-n	ADV;RELAT.SG;ABL/INS
āni	āni	noun;ABS
ānnež	ani-ne-ž	noun;RELAT.SG;ERG
ānnu	ānnu	ADV
ānnu	ānnu	CONJ
ānzamma	anzi-a=mma	noun;ESS;2SG.ABS
ānzamma	anz-a=mma	verb;INT;2SG.ABS
ānzida	anzi-da	noun;DIR
ānžalāl	ānž+ali-a=l	noun;ESS;3PL.ABS
ānžalāl	ānž-al-a=l	verb;al;3A.SG;3PL.ABS
āpsukkuž	āpsukki-ož	noun;EQU
āpši	apše	noun;ABS
ārari	ārari	noun;ABS
ārdenibina	arde-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
ārdi	arde-i	noun;3POSS.SG.ABS
ārdibinešša	arde-i-ve-ne-ž=nna	noun;3POSS.SG;GEN;RELAT.SG;ERG;3SG.ABS
ārdima	arde=ma	noun;ABS;CON
ārdivošša	arde-iffu-ž=nna	noun;1POSS.SG;ERG;3SG.ABS
ārdīdan	arde-i-dan	noun;3POSS.SG;ABL
ārdīma	arde-i=ma	noun;3POSS.SG.ABS;CON
ārnil	ārni-i=l	noun;3POSS.SG.ABS;3PL.ABS
ārrida	āri-ne-da	noun;RELAT.SG;DIR
ārrivaž	ar-i-l-eva-ž	verb;MOD.AG;l;POT;ž
āssarōḫḫa	āss+ar+ō+ḫḫe-a	noun;ESS
āġaštetta	aʾ-ašt-ed-d-a	verb;RES;FUT;PL.A;3A
āġmižarriž	āġmižari-ne-ž	noun;RELAT.SG;ERG
āġra	aġri-a	noun;ESS
āġri	aġri	noun;ABS
āġrib	aġri-v	noun;2POSS.SG.ABS
āġribuž	aġri-ve-ož	noun;GEN;EQU
āġridal	aġri-da=l	noun;DIR;3PL.ABS
āġrudum	āġr-ud-o-m	verb;NEG;TR.PFV;3A.SG
āġrāi	aġri-ae	noun;INS
āġrāilī	aġrā-i-le	verb;MOD.AG;1JUSS
āšta	āšte-a	noun;ESS
āštagādab	aštaga-da=m	noun;DIR;CON
āštašḫini	āšt+a+šḫe-ne	noun;ABL/INS
āšte	āšte	noun;ABS
āštenibi	āšte-ne-ve	noun;RELAT.SG;GEN
āštenivan	āšte-ne-va=an	noun;RELAT.SG;DAT;CON
āštenna	āšte-i-nna	noun;3POSS.SG;EQU2
āšti	āšte-i	noun;3POSS.SG.ABS
āštiba	āšte-va	noun;DAT
āštippa	āšte-v=ma	noun;2POSS.SG.ABS;CON
āštuḫḫi	ašt+o+ḫḫe	ADJ;ABS
āštīva	āšte-i-va	noun;3POSS.SG;DAT
āšša	āšši-a	noun;ESS
āššaežal	āšš-i-ai-ž-a=l	verb;MOD.AG;PURP;ž;EPNTH;3PL.ABS
āššaniba	āššani-i-va	noun;3POSS.SG;DAT
āššaniba	āšš-an-i-eva	verb;an;MOD.AG;POT
āššiden	āšš-id-en	verb;PL.A;3JUSS
āššōlāež	āšš-o-l-ai-ž	verb;MOD.PAT;l;PURP;ž
āššōribi	āššōri-ve	noun;GEN
āšḫa	āšḫi-a	noun;ESS
āšḫiniba	āšḫi-ne-va	noun;RELAT.SG;DAT
āšḫitḫini	āšḫ+i+tḫe-ne	noun;ABL/INS
āšḫun	ašḫo-n	ADV;ABL/INS
āšḫuž	āšḫ-o-ež	verb;MOD.PAT;OPT
āšḫužikkunninibinida	āšḫ+ož+i+kk+o+nni-ne-ve-ne-da	noun;RELAT.SG;GEN;RELAT.SG;DIR
āšḫīma	āšḫi-i=ma	noun;3POSS.SG.ABS;CON
āšḫōmain	āšḫ-o+m+ai-n	verb;CVB;n
āšḫōmainibinidal	āšḫ+ō+m+ai+ni-ve-ne-da=l	noun;GEN;RELAT.SG;DIR;3PL.ABS
āže	āže	noun;ABS
āžri	āžri	noun;ABS
ēarrivenama	ēyari-ne-ve-na=ma	noun;RELAT.SG;GEN;RELAT.PL.ABS;CON
ēarži	ēyar+že	noun;ABS
ēbla	ēbla	noun;ABS
ēblam	ēbla=m	noun;ABS;CON
ēblan	ēbla=n	noun;ABS;3SG.ABS
ēblava	ēbla-va	noun;DAT
ēblāl	ēbla-a=l	noun;ESS;3PL.ABS
ēbrešši	evr+in+že	noun;ABS
ēbrež	evri-i-ž	noun;3POSS.SG;ERG
ēbrinna	ever+ni-na	noun;RELAT.PL.ABS
ēbrinnaža	ever+ni-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ēbrinniba	ever+ni-ne-va	noun;RELAT.SG;DAT
ēbrinniž	ever+ni-ne-ž	noun;RELAT.SG;ERG
ēbrināžōnna	ever+ni-na-až-onna	noun;RELAT.PL;PL;EQU2
ēbriva	evri-i-va	noun;3POSS.SG;DAT
ēbrivē	evri-i-ve	noun;3POSS.SG;GEN
ēdu	ed-o	verb;MOD.PAT
ēkkinēn	ēkke-ne-n	noun;RELAT.SG;ABL/INS
ēlgi	ēlgi	noun;ABS
ēlgilla	ēlgi-i=lla	noun;3POSS.SG.ABS;3PL.ABS
ēlgāe	ēlgi-ae	noun;INS
ēlmina	elmi-na	noun;RELAT.PL.ABS
ēlmirġi	elm+ir+ġe	noun;ABS
ēmmanzeneva	eman+že-ne-va	NUM;RELAT.SG;DAT
ēnna	eni-na	noun;RELAT.PL.ABS
ēnnāšta	eni-na-až-da	noun;RELAT.PL;PL;DIR
ēnzāri	en+zari	noun;ABS
ēnġa	ēnġi-a	noun;ESS
ēppiri	ēpp+i+re	noun;ABS
ēpḫenidan	ēpḫe-ne-dan	noun;RELAT.SG;ABL
ēpḫēni	ēpḫe-ne	noun;ABL/INS
ērbi	ervi	noun;ABS
ērbirippi	ērbiri-iffe	noun;1POSS.SG.ABS
ērdukku	ēr-d-o-kko	verb;d;INT;NEG
ērni	ērni	noun;ABS
ērni	ērn-i	verb;ANTIP
ērġima	erġi=ma	noun;ABS;CON
ērġima	ērġ-i=ma	verb;ANTIP;CON
ētkudulidašši	itk-ud-ol-ed-a-šše	verb;ud;ol;FUT;3A.SG;NMLZ.ABS
ēārež	ēyari-ž	noun;ERG
ēšḫi	ēšḫi	noun;ABS
ēšḫi	ēšḫ-i	verb;ANTIP
ēḫḫa	ēḫḫi-a	noun;ESS
ēḫḫinež	ēḫḫi-ne-ž	noun;RELAT.SG;ERG
īa	īa	CONJ
īad	īa=d	ADV;1SG.ABS
īad	īa=d	CONJ;1SG.ABS
īama	īa=ma	CONJ;CON
īamma	īa=mma	ADV;2SG.ABS
īamma	īa=mma	CONJ;2SG.ABS
īllulia	īll+uli-i-a	noun;3POSS.SG;ESS
īllulia	īll-ol-i-a	verb;ol;TR;3A.SG
īnippinid	ieni-v-ve-ne-e=d	noun;2POSS.SG;GEN;RELAT.SG;DIR/LOC;1SG.ABS
īnnannam	īnna=nna=m	ADV;3SG.ABS;CON
īpšadenen	īpšade-ne-n	noun;RELAT.SG;ABL/INS
īštennān	ište=nna=an	PRON;ABS;3SG.ABS;CON
īštennān	ištani-i-en=nna=an	verb;MOD.AG;3JUSS;3SG.ABS;CON
ōlbīni	olvi-ne-e	ADJ;RELAT.SG;DIR/LOC
ōllini	oli-ne-ne	PRON;RELAT.SG;ABL/INS
ōllini	ōlli-ne	noun;ABL/INS
ōlluġaīnna	oll+uġ-i-ai=nna	verb;MOD.AG;PURP;3SG.ABS
ōlluġum	oll+uġ-o-m	verb;TR.PFV;3A.SG
ōlluġužellandin	oll+uġ-ož-ill-and-i-n	verb;ož;ill;PL.A;MOD.AG;n
ōlluḫḫa	ōll+o+ḫḫe-a	ADJ;ESS
ōlma	ōl+mi-a	noun;ESS
ōlma	ōlm-a	verb;INT
ōlmišši	ōl+mi-šši	noun;2POSS.PL.ABS
ōmmennivā	omini-ne-va	noun;RELAT.SG;DAT
ōmminni	omini-ne-e	noun;RELAT.SG;DIR/LOC
ōnduma	ondu=ma	CONJ;CON
ōrdab	ōr+d-a-b	verb;INT;b
ōrdappanan	ōr+d-a=ffa=nan	verb;INT;2PL.ABS;CON
ōrdeba	ōr+d-i-eva	verb;MOD.AG;POT
ōrdōbōr	ōr+d-o-vor	verb;INT;NEG
ōrdōž	ōr+d-o-ež	verb;MOD.PAT;OPT
ōrgini	ōrgi-ne	noun;ABL/INS
ōrginin	ōrgi-ne-n	noun;RELAT.SG;ABL/INS
ōġni	ōġ+ni	noun;ABS
ōštannōġa	ōšt+a+nn+ō+ġe-a	noun;ESS
ōštannōġa	ōšt+ann-oġ-a	verb;oġ;INT
ōštu	ošt-o	verb;MOD.PAT
ōšše	ōšš-e	verb;STAT
ōšši	ōšši	noun;ABS
ōšši	ōšš-i	verb;ANTIP
ōššukkam	ōšš-o-kko=m	verb;INT;NEG;2SG.ABS
ōššunila	ōšš+o+ni-i=lla	noun;3POSS.SG.ABS;3PL.ABS
ōššunila	ōšš-on-i=lla	verb;on;ANTIP;3PL.ABS
ōššužanna	ōšš+o+že-a=nna	noun;ESS;3SG.ABS
ōššōmai	ōšš-o+m+ai	verb;CVB
ōššōšti	ōšš-ošt-i	verb;RES;ANTIP
ōšḫunōž	ošḫo+ni-ož	noun;EQU
ōžnai	ōžni-ae	noun;INS
šabadnimma	šabad+ni=mma	noun;ABS;2SG.ABS
šabalanida	šab+al+a+ni-da	noun;DIR
šaballi	šavli-ne-e	noun;RELAT.SG;DIR/LOC
šabenāe	šabeni-ae	noun;INS
šabinuwaġinaž	šabinuwa-ġe-ne-ž	noun;ADJ;RELAT.SG;ERG
šabinuwaġinibina	šabinuwa-ġe-ne-ve-na	noun;ADJ;RELAT.SG;GEN;RELAT.PL.ABS
šabla	šavli-a	noun;ESS
šablāe	šavli-ae	noun;INS
šaburna	šabur+ni-a	noun;ESS
šadanniž	šadani-ne-ž	noun;RELAT.SG;ERG
šaderida	šaderi-da	noun;DIR
šadna	šadni-a	noun;ESS
šadna	šadn-a	verb;INT
šadānež	šadani-ž	noun;ERG
šadōm	šad-o-m	verb;TR.PFV;3A.SG
šadōži	šad-ož-i	verb;PST;ANTIP
šagarēlla	šag+ar+i-i=lla	noun;3POSS.SG.ABS;3PL.ABS
šagumženež	šag+um+že-ne-ž	noun;RELAT.SG;ERG
šagužellandin	šag-ož-ill-and-i-n	verb;ož;ill;PL.A;MOD.AG;n
šallaena	šallae-na	ADJ;RELAT.PL.ABS
šallaenen	šallae-ne-n	ADJ;RELAT.SG;ABL/INS
šallaēnel	šallaie-ne-e=l	noun;RELAT.SG;DIR/LOC;3PL.ABS
šalġulēž	šalġ-o-l-ež	verb;MOD.PAT;l;OPT
šalġōla	šalġ-ol-a	verb;ol;INT.IMP
šapḫaldib	šapḫaldi-v	noun;2POSS.SG.ABS
šara	šāri-a	noun;ESS
šarnitḫe	šarn+i+tḫe	noun;ABS
šarra	šarri-a	noun;ESS
šarra	šarr-a	verb;INT
šarrašši	šarr+a+šše	noun;ABS
šarraššinin	šarr+a+šše-ne-e=n	noun;RELAT.SG;DIR/LOC;3SG.ABS
šarri	šarri	noun;ABS
šarri	šarr-i	verb;ANTIP
šarriaž	šarri-i-až	noun;3POSS;PL.ABS
šarrina	šarri-na	noun;RELAT.PL.ABS
šarrinež	šarri-ne-ž	noun;RELAT.SG;ERG
šarriniba	šarri-ne-va	noun;RELAT.SG;DAT
šarrinibi	šarri-ne-ve	noun;RELAT.SG;GEN
šarrinida	šarri-ne-da	noun;RELAT.SG;DIR
šarrināže	šarri-na-až-ve	noun;RELAT.PL;PL;GEN
šarrumman	šarrumma=n	noun;ABS;3SG.ABS
šarrēna	šarrē-na	noun;RELAT.PL.ABS
šarāmmēni	šarāmmē-ne	noun;ABL/INS
šarārma	šarārmi-a	noun;ESS
šarža	šarže-a	noun;ESS
šaržāraima	šaržārai=ma	noun;ABS;CON
šattaġamōra	šattaġamōri-a	noun;ESS
šatteda	šātt-ed-a	verb;FUT;3A.SG
šatti	šatti	PRON;ABS
šatti	šātt-i	verb;ANTIP
šattidel	šatti=dil	PRON;ABS;1PL.ABS
šattub	šātt-o-m	verb;TR.PFV;3A.SG
šauška	šavoška	noun;ABS
šauškada	šavoška-da	noun;DIR
šavadnimma	šavad+ni=mma	noun;ABS;2SG.ABS
šavallāži	šavli-na-až-ve	noun;RELAT.PL;PL;GEN
šavuškava	šavoška-va	noun;DAT
šavālla	šavli-na	noun;RELAT.PL.ABS
šavōžiniva	šav+ō+že-ne-va	noun;RELAT.SG;DAT
šazira	taziri-a	noun;ESS
šaġadnadi	šaġad+n+adi	noun;ABS
šaġurunuwaba	šaġurunuwa-va	noun;DAT
šašfe	šašfe	noun;ABS
šažanōva	šaž-an-o-eva	verb;an;MOD.PAT;POT
šažarri	šažari-ne-e	noun;RELAT.SG;DIR/LOC
šebāra	šeb+ār+i-a	noun;ESS
šebāra	šeb-ar-a	verb;ITER;3A.SG
šela	šeli-a	noun;ESS
šela	šel-a	verb;INT
šelli	šelli	noun;ABS
šellida	šelli-da	noun;DIR
šellin	šelli-n	noun;ABL/INS
šellini	šelli-ne	noun;ABL/INS
šelluġlupšenie	šell+o+ġ+l+o+pše-ne	noun;ABL/INS
šelluġulla	šell+o+ġ+o+li-na	noun;RELAT.PL.ABS
šelluššae	šell+o+šše-ae	noun;INS
šelužēda	šel+o+že-i-da	noun;3POSS.SG;DIR
šelužēda	šel-ož-ed-a	verb;ož;FUT;3A.SG
šelōlidu	šel-ol-id-o	verb;ol;PL.A;TR.PFV
šena	šena	noun;ABS
šenda	šindi-a	NUM;ESS
šenda	šindi-a	noun;ESS
šendamennīn	šendamenni=n	noun;ABS;3SG.ABS
šendena	šindi-na	NUM;RELAT.PL.ABS
šendiššēni	šindi+ššē-ne	noun;ABL/INS
šendurum	šend-ur-o-m	verb;ur;TR.PFV;3A.SG
šeniffi	šena-iffe	noun;1POSS.SG.ABS
šenzūwatta	šen+z+ūwi-a=tta	noun;ESS;1SG.ABS
šeridab	šer-ed-aw	verb;FUT;1A.SG
šerminġa	šermin+ġe-a	noun;ESS
šerminġinež	šermin+ġe-ne-ž	noun;RELAT.SG;ERG
šerrin	šēri-ne-n	noun;RELAT.SG;ABL/INS
šerrāža	šēri-na-až-a	noun;RELAT.PL;PL;DAT/ESS
šerrē	šēri-ne	noun;ABL/INS
šervinaža	šervi-na-až-a	noun;RELAT.PL;PL;DAT/ESS
šerġuž	šer+ġe-ož	noun;EQU
šerže	šer+že	noun;ABS
šerženi	šer+že-ne-e	noun;RELAT.SG;DIR/LOC
ševerrāže	ševeri-na-až-ve	noun;RELAT.PL;PL;GEN
šeēnāžuž	šiye-na-až-ož	noun;RELAT.PL;PL;ERG
šeġala	šeġali-a	ADJ;ESS
šeġala	šeġal-a	verb;INT
šeġalama	šeġali-a=ma	ADJ;ESS;CON
šeġalama	šeġal-a=ma	verb;INT;CON
šeġalamma	šeġali-a=mma	ADJ;ESS;2SG.ABS
šeġalamma	šeġal-a=mma	verb;INT;2SG.ABS
šeġalaššiġinimma	šeġal+a+šše+ġe-ne-e=mma	noun;RELAT.SG;DIR/LOC;2SG.ABS
šeġalulam	šeġal-ol-a=m	verb;ol;INT;2SG.ABS
šeġalulaēž	šeġal-o-l-ai-ž	verb;MOD.PAT;l;PURP;ž
šeġalulāešša	šeġal-o-l-ai-ž=nna	verb;MOD.PAT;l;PURP;ž;3SG.ABS
šeġalulēž	šeġal-o-l-ež	verb;MOD.PAT;l;OPT
šeġalummālla	šeġal-o-m-a=lla	verb;TR.PFV;3A.SG;EPNTH;3PL.ABS
šeġaluž	šeġal-o-ež	verb;MOD.PAT;OPT
šeġalužellandin	šeġal-ož-ill-and-i-n	verb;ož;ill;PL.A;MOD.AG;n
šeġella	šeġli-na	noun;RELAT.PL.ABS
šeġellibina	šeġli-ne-ve-na	noun;RELAT.SG;GEN;RELAT.PL.ABS
šeġellibinažuž	šeġli-ne-ve-na-až-ož	noun;RELAT.SG;GEN;RELAT.PL;PL;ERG
šeġellibāi	šeġli-ne-ve-ae	noun;RELAT.SG;GEN;INS
šeġellinidel	šeġli-ne-e=dil	noun;RELAT.SG;DIR/LOC;1PL.ABS
šeġelza	šeġel+zi-a	noun;ESS
šeġira	šeġiri-a	noun;ESS
šeġla	šeġli-a	noun;ESS
šeġla	šeġ+l-a	verb;INT
šeġlu	šeġ+l-u	verb;MED
šeġri	šeġri	noun;ABS
šeġri	šeġr-i	verb;ANTIP
šeġrulida	šeġr+oli-i-da	noun;3POSS.SG;DIR
šeġrulida	šeġr-ol-ed-a	verb;ol;FUT;3A.SG
šeġruž	šeġri-ož	noun;EQU
